commit,date,subject,research_era,purpose,important_files,conclusion_status,superseding_commit,paper_relevance,audit_notes
0f8a9f5949a9c7ba2c7596cd3d15d656d7103894,2026-08-22,"The RSM toolkit, run at last -- and a sigma_add bug of my own that it exposed",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
4808075420b07c41a5be9184b9a062fb5c3b2299,2026-08-22,"Log Version C where each kind of thing belongs: results, trail, handoff, claims",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
bb0203c5a60a2f0a3197067f4c892c9f1fa413ed,2026-08-22,"Full suite green: 1,300 passed, and two script output bugs fixed",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
8f161c912dd1d0a61227344aaa059bab81ced023,2026-08-22,What alpha* is actually measuring: willingness to certify,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
fa0e19d55b4c3a3d0f3116a7c445c8e8f0a3a43f,2026-08-22,"Cells 3+4: all 16 cells merged, and the screening result strengthens at d=8",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
505f1494ecc69b2618d10c6de0d933dfd8f3a2b6,2026-08-22,F3 RESOLVED: section 14's kill was an estimator artefact of 512 draws,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
4b00aaed51821bcb52e96cd7a9d23b149cf38508,2026-08-22,C0 RESULT: the gate returns IDENTIFICATION_ARTEFACT. Section 2 is NOT built.,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
70bfd8a6ce57fb32cedbd997a131fcf4fbe0074f,2026-08-22,Declare alpha*: it is not a metric of certificate quality,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
90bf309056407be762aa6bdd52cac31f88027eee,2026-08-22,"Scope gap CLOSED: P7 ran at 10 arms, and calibration does not flatter SPADE",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
0bdc8be18996bc1982ba10b219de1b2e30fe2c0a,2026-08-22,"Q59 resolved: screening is NOT the mechanism, but it is worth a consistent third of the gap",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
9af678cba947ba9e68230bf60895d96f04532b63,2026-08-22,Q59 map re-score runner: scores the unscreened classical arm through P6's own map_row,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
a0ea7879638e23f1ced203c2a28a363d7fbd55e5,2026-08-22,"Expose Q59's unscreened design for map scoring -- opt-in, and the test caught the version that wasn't",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
f28acbd2c836394e964b735cc758c8b6eefba05a,2026-08-22,"Register the Q59 map re-score, and record what the committed file already settles",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
b22e78f25ace6a7842e00c580fcf16f78cc85172,2026-08-22,"Kernel rows VALIDATED, and erratum 22's two census defects fixed additively",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
bba257534ca8089648a5ed15ca04cc20421dd9b0,2026-08-22,"C1.2a: the cross-fit cannot move section 14's failures, and K-C6 would misfire",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
af8448fa7b073857f5a984f1c606bb2d2d75456d,2026-08-22,"F3 runner, tests first -- and the tests caught two errors before it ran",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
8032925c985ef1bf173147e77a19d62f7be7bf7b,2026-08-22,"Register F3 redesigned: draws x seeds, before the runner exists",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
399c4327668976a7abf0438cf0a7b617bbace843,2026-08-22,"Register C3.3b: K-C7 predicted to fire, measured on the fit set before the pass",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
f086b341059b4821b8abb1caf6c82f580ce27b9b,2026-08-22,"K-C7 is predicted to fire, and the prediction costs nothing from the one-shot budget",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
2ca82dde218e39e020283cd0e3a2c36cdd4f3d2f,2026-08-22,"Section 3.3: select a statistic and fit the one-class boundary, without freezing it",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
a6b9e616e36b09c7be7974ce745efc54deac3916,2026-08-22,"Close errata 11 and 13, and fix a section-15 headline that quoted a non-primary threshold",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
2d2d76725c681786d92c432619a35b6b6e692c02,2026-08-22,"The circular statistic was pooled too, at five sites the F4 sweep missed",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
cc862dfdfdd36ecd5c93da8266bb6cd4c8c54be1,2026-08-22,"The scope gap is mostly closed, P6 does not close the half that matters, and P7 has run nothing",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
294796f346479969e54c93630807683d65b8be8d,2026-08-22,"C3.3a: the detector's fit set is single-class, so the rule must be one-class",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
16f9c21dbd82fa04d93915fd8543c4042d01d336,2026-08-22,"The grounds for superseding AUC do not all survive, and one inverts on new data",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
9a03fb3fea65c4bd14c41bdcc9da18c56e93c018,2026-08-22,"Section 3.2's fitting run, and one candidate statistic measured non-viable",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
3026e14a48106736f871f3acaa7574139f672e65,2026-08-22,"Store the implications and the registration trail, not just the numbers",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
b5c0057348f81e22e1e601f4e7b2c3768d543fa6,2026-08-22,"Register Version C: the C0 gate, C1.2/C1.3, C3.2, C4, and the kill conditions",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
4f7371e730defe7b10a33620a325fb41d312c55c,2026-08-22,"Section 0's analysis: the branch, the arm table, and the sigma/sqrt(n_eff) regression",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
157319a7d59e39a0fba6fad35e1d6cbdf3f98f97,2026-08-22,"Section 3.2: all six regime-detector statistics, from plate 1, with no oracle access",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
e948b5cdf8c0637ea6d8bb8026b5550e16efb5a5,2026-08-22,"Remove the B3 claim at BOTH sites, and fix a seven-vs-six contradiction inside one file",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
d191d69f5fd10bffd1f55d94ccffc524fe5eddf0,2026-08-22,Cross-family cells 1+2: screening is fatal on three of four families,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
b66bd45d90b92f8d4edaba22e42f65324f71c25a,2026-08-22,"Sections 1.2 + 1.3: conservative-set columns, cross-fit beside the circular one",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
02a4728620f09139c335a0f447f8a5f28384accf,2026-08-22,"Section 0: rule P at sigma=0.10, the gate that decides whether section 2 is built",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
827d22eb13c1b6866c4a45bcd3bf3e051a391f2d,2026-08-22,"versionc: n_eff and the ARD lengthscale reader, the inputs section 0 regresses on",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
3893718998af7c69bb8d10d6dd6c35f360ec46e0,2026-08-22,"Connected-component design spaces: D_gamma decomposed, single box still reported",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
930951919c31a71d17decdd1fb8ac448e17fa4c0,2026-08-22,The IoU identity bound was never a bound: derive it per row instead of fitting it,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
f396734e3e73755c329f02af5bedf328a9ba6ace,2026-08-22,conservative_estimate_split: cross-fit CE_alpha so selection never scores itself,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
fdb8b3179aeada81d2d7adc0244f471594f24002,2026-08-22,"Commit the remaining run logs, runner changes and tests from the overnight batch",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
796656f320973f71dd9604518f09dd14bcb97be4,2026-08-22,FINDINGS section 17: the test inventory and what each file guards,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
2e66f88bcf72baef5a037e3bbe68f51ac32e6df5,2026-08-22,Commit the overnight results and write the session handoff,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
c483edc47d721af7f42460aa86e67ba6aa323a35,2026-08-22,FINDINGS Part III: the overnight results,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
c0258d6c3f2398eaf80b18f8dced8e8bb00a9dd7,2026-08-21,Erratum 10 partially reversed and Erratum 13 refined,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
d88be6bd1ce87ad58eff9ee7db16ced5eedfaaab,2026-08-21,"A third degeneracy case, and my reasoning about P6's shape was wrong",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
d10c1725b2c2af228ce0e5dc5fa6969e0eb87312,2026-08-21,P6: carry BOTH degeneracy flags; neither subsumes the other,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
04b1734e565913b56b0815df754b31d6e75bab8a,2026-08-21,"Erratum 14a refined: the denominator differs by metric, and the two degeneracy flags are not interchangeable",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
c0dd396e376a622cc3f35167eec35b78a1e0afc0,2026-08-21,"F2a: the denominator is the RANKABLE cells, and it differs by metric",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
c12a4df67a03b73df3d5eb6076c144a26d67f5f8,2026-08-21,Erratum 11 marked PROVISIONAL: the rho figures are nine-arm numbers on a twelve-arm run,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
5ba15e39074b8c5316081b26d58b4104539340fd,2026-08-21,"Erratum 14: '24 of 24' is '18 of 18 rankable', and my plate1_only gate target does not exist at those cells",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
81fb9e6f86774f0b238df87ab46d076a655e7951,2026-08-21,P4b: measure which unit is more powerful instead of assuming n=25 is conservative,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
d81003c1b56d8567f9808cbad871c97fcac7f8b3,2026-08-21,The identity gate fired and caught a bug in its own owner's code,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
a42dce6d3c553ac90cc1039b65065f9798e329a5,2026-08-21,"SPADE scope gap: the four Version B arms, and a degenerate-cell exclusion",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
cfe14a4fd9fbfe4cf2c60cbe1fe271b233210173,2026-08-21,P6: the identity gate caught my own constant diverging from its consumer,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
6d895cf44c9a3fc6beb4253157b109e2c81de44a,2026-08-21,Finding: the Version B variants collapse on different landscapes,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
6f36b22aa887ad5d2a5e3e235556dfaa7db94ab4,2026-08-21,"P4b: add the SPADE arms, since alpha* is SPADE's own statistic",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
d1289a03ec0fdb41dc503313aef798e580134e9c,2026-08-21,Finding: SPADE's plate-2 design threshold inherits section 2.4's defect by construction,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
0cf8ac513370dcb2c1f11c6060b078b7f567ae5b,2026-08-21,P6: add the four Version B arms through the builder hook,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
0d699f2f61f9cfd127565ded292920f3e2a8c135,2026-08-21,Erratum 13 / D65: a finding I registered as a headline was itself a pooled statistic,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
990c76c865c71bd749194d5a127d80f1fc5ea36f,2026-08-21,"Measurement hazard: three process-inspection errors, and the third is mine",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
0a8716661255abee47354288be078cd2a60d6336,2026-08-21,"F2a: alpha* against the superseding metric, per cell -- the sign is not constant",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
04f803c62d7d252e8b13d9f68821daaadcabb548,2026-08-21,P7: score the four Version B arms — the ones the project is about,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
414659a8b9514d319b5cdf27285659c6c9552718,2026-08-21,Register the SPADE scope gap and the polarity trap as failing tests,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
cbc8e5b693b3c789b21b5fe2d158c0efffcabfad,2026-08-21,"Hazard 2 and the coordination defect: a silent kill, and my own instruction churn",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
7223d78b240afe8e5850b0ed661ac51bdd0e18c3,2026-08-21,"P6: the SPADE scope gap as six failing tests, before the arms exist",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
7d7c89a5dddf42a16a5082b72198c93aa38f3e3e,2026-08-21,"Log D61-D64: correcting D55/D58, and a structural finding about the probability map",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
0d6514306136c0d53b986450e303009221d67174,2026-08-21,P4b: an undefined correlation must not arrive wearing a significant p-value,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
3cd0c481531ebf310027c76fe9a01869252d4ccb,2026-08-21,P7: failing tests for the four Version B arms,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
05837d1d7da68b6b5353e2b5abf540ad99d87887,2026-08-21,F1: the portable half — the near-zero ICC does not survive unpairing,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
1a3da0a6da79f786554a75169721a27b0fe3bd2f,2026-08-21,P2: a partial can no longer be mistaken for a finished gamma ladder,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
cef17e568169f43fec8807d8fadd6ae2b77c25ed,2026-08-21,"The F2a IoU bound is per population: 1.00 ULP optimiser, 1.50 ULP spread",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
263a494af99e9d849c706b369a985a4bf30b07a4,2026-08-21,"Errata 10-12: the turn-tied death diagnosis was wrong, and P4b's registered sign is inverted",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
72401634140b10c1866ba87ceda7333ccd9b5dac,2026-08-21,gitignore: allow the CE error volumes and the P6 ceiling census,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
67a6f8936c4f7a5da82f859f7c4fae38e647681c,2026-08-21,"Record the thread setting, and what this run happens to prove about it",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
0fd6b46241c2393efac7667834bf2a0716e31f0d,2026-08-21,FINDINGS-SPADE Part II: the Phases 2-4 findings record,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
a934972513c5df066ac0bd6839f17fd936d2ad19,2026-08-21,"P6: the F2a identity bound is per population, and every metric declares its direction",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
ee90fc10d2b4c8c20779bdd2e5ac2ef2bbc61ad4,2026-08-21,P7: fix UnboundLocalError that killed the run at its first checkpoint,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
9aec8eeaeeaba26ec48e7212d5903e5b38d6f119,2026-08-21,"coord re-score: F2a error volumes and F2b AUPRC, on maps proven to be K6's",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
a921a5c83fda8b870f52fa6c9e927a237b9c8018,2026-08-21,Scope gap 1: SPADE is missing from seven of the eight Phase 2-4 runs,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
eed33b9ece4d71043490a1e047b737789a9cfd7c,2026-08-21,P6: record Registration Decision 2's cell order in the runner,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
958971642c7829198f68b544f62a7d571bf98d42,2026-08-21,"F2a: delegate to boec.calibration, correct the nan claim, extend to CE_alpha",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
bccd594278d5910f9604a16370d0ad6536239ba9,2026-08-21,"P2: the failing tests for ""a partial must never read as a finished run""",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
9fa0c23137f3b50890f5e30921ecf55921aa5e84,2026-08-21,F2a correction: the registered IoU bound excluded the arm under test,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
49fe0e122eadcda82c94e62c72e093508740bf07,2026-08-21,Register the coord re-score's F2a/F2b gates as failing tests,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
44fb8fa4881b77349e792178938df5ab1e3086ce,2026-08-21,A partial P3 run can no longer reach a registered result path,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
ec4d94492d49c24492ee6d6e5bbe7dcd91e2df6e,2026-08-21,"P2: import the canonical error_volumes and average_precision, do not redefine them",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
143bb842a8a83cff1749f8a39b45befe7415c557,2026-08-21,"P4b: dual-n, the error-volume comparator, and the two things that make rho readable",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
f0333cc0ada5d310ecaa118bb3f8d7dcf901e1ff,2026-08-21,"P2: Amendment F implemented -- error volumes, AUPRC, dual-n, resume guards",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
d25d76afad0c1adf5d5bc4b04dc90db993844468,2026-08-21,"Erratum 9: I relayed working-tree linter noise as verified NameErrors, and the near-zero ICC does not generalise",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
5db4c4ab332f1035c8dde00ce9105a542a53b84e,2026-08-21,"D23 result: D20 STANDS. The prior removes 0.45% of doe's collapse, not part of it.",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
d1d8040afda50927480485ea6bf694d4b9cbf84f,2026-08-21,"Log D60: D23 verdict is D20_STANDS, and the material caveat is discharged",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
bb1b55e9c37df7b07786c47b61b2928884527105,2026-08-21,P6: adopt F's five conventions and the checkpoint-then-merge discipline,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
36d69e45ab9e925b016db8f7da80e9242bef75d7,2026-08-21,Correct a comment: inside the cache scope that lookup IS the memo,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
f34b2bc15339322af2c77608bacaaea62eba13ce,2026-08-21,"Registration decision 2: P6's headline is the gamma=0.50 column, clean by construction",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
4a562ed5d0502ed36559faa1c61a5a9bb56e58b9,2026-08-21,"F1: classify what kind of evidence moved, and write up the ICC finding",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
f92e4dd88a202611f3b10c4e9fed3078790a464f,2026-08-21,"Import the canonical error_volumes, adopt P7's AUPRC convention, cache Vorobev",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
1038a5bb69c381eacfa31968818db20d7829d637,2026-08-21,P7: checkpoints go to an unstageable path and every document states its status,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
87b5f742621319e54222f62bceadb911bc388085,2026-08-21,Erratum 8: I relayed a 4x saving without checking whose profile it fitted,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
48820f524fe51a1bb19a28db98e516e2bf3226f4,2026-08-21,Register P4b's F1 dual-n and F2a/F2c additions as failing tests,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
b5c11e09fde8f386a3c083c9065f1ce6de5bd2c4,2026-08-21,"P6: the family runner, built with Amendment F's columns and not run",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
7a268be1b64179fbb470c0c2d31ac027fec2805c,2026-08-21,Log D58-D59: the partial-file hazard is systemic and I caused it,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
8f6d0466210dc6389a36e2d15c19e37d8133ab98,2026-08-21,P2: the failing tests for Amendment F (07e98df),UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
5580de94f91d89b4254365bae7d1e87e0419cddd,2026-08-21,Log D55-D57: a partial result file indistinguishable from a complete one,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
cd596d8af9154cfa9c485663ab43beffb61f6ed8,2026-08-21,"D23: Amendment F1 dual-n, and the fact that it cannot move this verdict",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
eca6b8f69c94f27c2370099a3ff09ee2e5f955cd,2026-08-21,"Defer the sigma=0.10 gate, and make the output declare the reduction",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
8e1fbed0c9bf922327d95883df571a0928598fd0,2026-08-21,Commit the RNG facts and the thread environment into P1's output,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
a3c8750f8d5bf69286a63e30073f94aec8472bcc,2026-08-21,"F1 supplement: my statement about nulls was inverted, and sqrt(2) is ~9%",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
f6d93596f60c73dae1ae5bd1d8283f70e8a16a48,2026-08-21,P2: analyse_p2 tolerates an --out outside the repo,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
facb24b894f2e807009b201d079841210206d01a,2026-08-21,Declared scope reduction 1: P1 PASS 3 deferred; Erratum 7a effectively closed,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
9bd06b74051ffe1a7774c8be6b5d58a5177b8396,2026-08-21,"P6: the runner's contract as a failing test, written before the runner",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
148956a477e438d4e85cac3834c5685523f51731,2026-08-21,"Erratum 7: I closed Erratum 2 too early, and the thread speedup is workload-dependent",UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED
